,date,country,confirmed,deaths,recovered,active,daily_confirmed,daily_deaths,daily_recovered,total_vaccinations,people_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,vaccines,death_rate,recover_rate,population,daily_confirmed_per_hundred,quarter,confirmed_per_hundred
0,2020-01-23,Australia,0.0,0.0,0.0,0.0,,,,,,,,,,,,,25726900,,1,0.0
1,2020-01-25,Australia,4.0,0.0,0.0,4.0,4.0,0.0,0.0,,,,,,,,0.0,0.0,25726900,1.554792843288542e-05,1,1.554792843288542e-05
2,2020-01-26,Australia,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,25726900,0.0,1,1.554792843288542e-05
3,2020-01-27,Australia,5.0,0.0,0.0,5.0,1.0,0.0,0.0,,,,,,,,0.0,0.0,25726900,3.886982108221355e-06,1,1.9434910541106778e-05
4,2020-01-28,Australia,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,25726900,0.0,1,1.9434910541106778e-05
5,2020-01-29,Australia,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,25726900,0.0,1,1.9434910541106778e-05
6,2020-01-30,Australia,9.0,0.0,2.0,7.0,4.0,0.0,2.0,,,,,,,,0.0,22.22222222222222,25726900,1.554792843288542e-05,1,3.49828389739922e-05
7,2020-01-31,Australia,9.0,0.0,2.0,7.0,0.0,0.0,0.0,,,,,,,,0.0,22.22222222222222,25726900,0.0,1,3.49828389739922e-05
8,2020-02-01,Australia,12.0,0.0,2.0,10.0,3.0,0.0,0.0,,,,,,,,0.0,16.666666666666664,25726900,1.1660946324664067e-05,1,4.664378529865627e-05
9,2020-02-02,Australia,12.0,0.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,0.0,16.666666666666664,25726900,0.0,1,4.664378529865627e-05
10,2020-02-03,Australia,12.0,0.0,2.0,10.0,0.0,0.0,0.0,,,,,,,,0.0,16.666666666666664,25726900,0.0,1,4.664378529865627e-05
11,2020-02-04,Australia,13.0,0.0,2.0,11.0,1.0,0.0,0.0,,,,,,,,0.0,15.384615384615385,25726900,3.886982108221355e-06,1,5.0530767406877627e-05
12,2020-02-05,Australia,13.0,0.0,2.0,11.0,0.0,0.0,0.0,,,,,,,,0.0,15.384615384615385,25726900,0.0,1,5.0530767406877627e-05
13,2020-02-06,Australia,14.0,0.0,2.0,12.0,1.0,0.0,0.0,,,,,,,,0.0,14.285714285714285,25726900,3.886982108221355e-06,1,5.441774951509898e-05
14,2020-02-07,Australia,15.0,0.0,2.0,13.0,1.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,3.886982108221355e-06,1,5.830473162332034e-05
15,2020-02-08,Australia,15.0,0.0,2.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,0.0,1,5.830473162332034e-05
16,2020-02-09,Australia,15.0,0.0,2.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,0.0,1,5.830473162332034e-05
17,2020-02-10,Australia,15.0,0.0,2.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,0.0,1,5.830473162332034e-05
18,2020-02-11,Australia,15.0,0.0,2.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,0.0,1,5.830473162332034e-05
19,2020-02-12,Australia,15.0,0.0,2.0,13.0,0.0,0.0,0.0,,,,,,,,0.0,13.333333333333334,25726900,0.0,1,5.830473162332034e-05
20,2020-02-13,Australia,15.0,0.0,8.0,7.0,0.0,0.0,6.0,,,,,,,,0.0,53.333333333333336,25726900,0.0,1,5.830473162332034e-05
21,2020-02-14,Australia,15.0,0.0,8.0,7.0,0.0,0.0,0.0,,,,,,,,0.0,53.333333333333336,25726900,0.0,1,5.830473162332034e-05
22,2020-02-15,Australia,15.0,0.0,8.0,7.0,0.0,0.0,0.0,,,,,,,,0.0,53.333333333333336,25726900,0.0,1,5.830473162332034e-05
23,2020-02-16,Australia,15.0,0.0,8.0,7.0,0.0,0.0,0.0,,,,,,,,0.0,53.333333333333336,25726900,0.0,1,5.830473162332034e-05
24,2020-02-17,Australia,15.0,0.0,10.0,5.0,0.0,0.0,2.0,,,,,,,,0.0,66.66666666666666,25726900,0.0,1,5.830473162332034e-05
25,2020-02-18,Australia,15.0,0.0,10.0,5.0,0.0,0.0,0.0,,,,,,,,0.0,66.66666666666666,25726900,0.0,1,5.830473162332034e-05
26,2020-02-19,Australia,15.0,0.0,10.0,5.0,0.0,0.0,0.0,,,,,,,,0.0,66.66666666666666,25726900,0.0,1,5.830473162332034e-05
27,2020-02-20,Australia,15.0,0.0,10.0,5.0,0.0,0.0,0.0,,,,,,,,0.0,66.66666666666666,25726900,0.0,1,5.830473162332034e-05
28,2020-02-21,Australia,19.0,0.0,11.0,8.0,4.0,0.0,1.0,,,,,,,,0.0,57.89473684210527,25726900,1.554792843288542e-05,1,7.385266005620576e-05
29,2020-02-22,Australia,22.0,0.0,11.0,11.0,3.0,0.0,0.0,,,,,,,,0.0,50.0,25726900,1.1660946324664067e-05,1,8.551360638086983e-05
30,2020-02-23,Australia,22.0,0.0,11.0,11.0,0.0,0.0,0.0,,,,,,,,0.0,50.0,25726900,0.0,1,8.551360638086983e-05
31,2020-02-24,Australia,22.0,0.0,11.0,11.0,0.0,0.0,0.0,,,,,,,,0.0,50.0,25726900,0.0,1,8.551360638086983e-05
32,2020-02-25,Australia,22.0,0.0,11.0,11.0,0.0,0.0,0.0,,,,,,,,0.0,50.0,25726900,0.0,1,8.551360638086983e-05
33,2020-02-26,Australia,22.0,0.0,11.0,11.0,0.0,0.0,0.0,,,,,,,,0.0,50.0,25726900,0.0,1,8.551360638086983e-05
34,2020-02-27,Australia,23.0,0.0,11.0,12.0,1.0,0.0,0.0,,,,,,,,0.0,47.82608695652174,25726900,3.886982108221355e-06,1,8.940058848909119e-05
35,2020-02-28,Australia,23.0,0.0,11.0,12.0,0.0,0.0,0.0,,,,,,,,0.0,47.82608695652174,25726900,0.0,1,8.940058848909119e-05
36,2020-02-29,Australia,25.0,0.0,11.0,14.0,2.0,0.0,0.0,,,,,,,,0.0,44.0,25726900,7.77396421644271e-06,1,9.71745527055339e-05
37,2020-03-01,Australia,27.0,1.0,11.0,15.0,2.0,1.0,0.0,,,,,,,,3.7037037037037033,40.74074074074074,25726900,7.77396421644271e-06,1,0.0001049485169219766
38,2020-03-02,Australia,30.0,1.0,11.0,18.0,3.0,0.0,0.0,,,,,,,,3.3333333333333335,36.666666666666664,25726900,1.1660946324664067e-05,1,0.00011660946324664068
39,2020-03-03,Australia,39.0,1.0,11.0,27.0,9.0,0.0,0.0,,,,,,,,2.564102564102564,28.205128205128204,25726900,3.49828389739922e-05,1,0.0001515923022206329
40,2020-03-04,Australia,52.0,2.0,11.0,39.0,13.0,1.0,0.0,,,,,,,,3.8461538461538463,21.153846153846153,25726900,5.0530767406877627e-05,1,0.0002021230696275105
41,2020-03-05,Australia,55.0,2.0,21.0,32.0,3.0,0.0,10.0,,,,,,,,3.6363636363636362,38.18181818181819,25726900,1.1660946324664067e-05,1,0.00021378401595217457
42,2020-03-06,Australia,60.0,2.0,21.0,37.0,5.0,0.0,0.0,,,,,,,,3.3333333333333335,35.0,25726900,1.9434910541106778e-05,1,0.00023321892649328136
43,2020-03-07,Australia,63.0,2.0,21.0,40.0,3.0,0.0,0.0,,,,,,,,3.1746031746031744,33.33333333333333,25726900,1.1660946324664067e-05,1,0.00024487987281794545
44,2020-03-08,Australia,76.0,4.0,21.0,51.0,13.0,2.0,0.0,,,,,,,,5.263157894736842,27.631578947368425,25726900,5.0530767406877627e-05,1,0.00029541064022482305
45,2020-03-09,Australia,91.0,4.0,21.0,66.0,15.0,0.0,0.0,,,,,,,,4.395604395604396,23.076923076923077,25726900,5.830473162332034e-05,1,0.00035371537184814337
46,2020-03-10,Australia,107.0,3.0,21.0,83.0,16.0,-1.0,0.0,,,,,,,,2.803738317757009,19.626168224299064,25726900,6.219171373154168e-05,1,0.0004159070855796851
47,2020-03-11,Australia,128.0,3.0,21.0,104.0,21.0,0.0,0.0,,,,,,,,2.34375,16.40625,25726900,8.162662427264848e-05,1,0.0004975337098523335
48,2020-03-12,Australia,128.0,3.0,21.0,104.0,0.0,0.0,0.0,,,,,,,,2.34375,16.40625,25726900,0.0,1,0.0004975337098523335
49,2020-03-13,Australia,200.0,3.0,23.0,174.0,72.0,0.0,2.0,,,,,,,,1.5,11.5,25726900,0.0002798627117919376,1,0.0007773964216442712
50,2020-03-14,Australia,250.0,3.0,23.0,224.0,50.0,0.0,0.0,,,,,,,,1.2,9.2,25726900,0.0001943491054110678,1,0.0009717455270553389
51,2020-03-15,Australia,297.0,3.0,23.0,271.0,47.0,0.0,0.0,,,,,,,,1.0101010101010102,7.744107744107744,25726900,0.00018268815908640374,1,0.0011544336861417427
52,2020-03-16,Australia,377.0,3.0,23.0,351.0,80.0,0.0,0.0,,,,,,,,0.7957559681697612,6.10079575596817,25726900,0.00031095856865770845,1,0.0014653922547994511
53,2020-03-17,Australia,452.0,5.0,23.0,424.0,75.0,2.0,0.0,,,,,,,,1.1061946902654867,5.0884955752212395,25726900,0.0002915236581166017,1,0.001756915912916053
54,2020-03-18,Australia,568.0,6.0,23.0,539.0,116.0,1.0,0.0,,,,,,,,1.056338028169014,4.049295774647888,25726900,0.0004508899245536773,1,0.00220780583746973
55,2020-03-19,Australia,681.0,6.0,26.0,649.0,113.0,0.0,3.0,,,,,,,,0.881057268722467,3.81791483113069,25726900,0.00043922897822901326,1,0.0026470348156987433
56,2020-03-20,Australia,791.0,7.0,26.0,758.0,110.0,1.0,0.0,,,,,,,,0.8849557522123894,3.286978508217446,25726900,0.00042756803190434914,1,0.003074602847603093
57,2020-03-21,Australia,1071.0,7.0,26.0,1038.0,280.0,0.0,0.0,,,,,,,,0.6535947712418301,2.427637721755369,25726900,0.0010883549903019797,1,0.004162957837905072
58,2020-03-22,Australia,1490.0,7.0,92.0,1391.0,419.0,0.0,66.0,,,,,,,,0.4697986577181208,6.174496644295302,25726900,0.0016286455033447482,1,0.00579160334124982
59,2020-03-23,Australia,1682.0,7.0,119.0,1556.0,192.0,0.0,27.0,,,,,,,,0.4161712247324614,7.074910820451843,25726900,0.0007463005647785003,1,0.00653790390602832
60,2020-03-24,Australia,2044.0,8.0,119.0,1917.0,362.0,1.0,0.0,,,,,,,,0.3913894324853229,5.821917808219178,25726900,0.001407087523176131,1,0.007944991429204452
61,2020-03-25,Australia,2364.0,8.0,119.0,2237.0,320.0,0.0,0.0,,,,,,,,0.338409475465313,5.0338409475465316,25726900,0.0012438342746308338,1,0.009188825703835285
62,2020-03-26,Australia,2810.0,13.0,172.0,2625.0,446.0,5.0,53.0,,,,,,,,0.4626334519572953,6.120996441281139,25726900,0.0017335940202667247,1,0.01092241972410201
63,2020-03-27,Australia,3143.0,13.0,194.0,2936.0,333.0,0.0,22.0,,,,,,,,0.4136175628380528,6.172446706967865,25726900,0.0012943650420377114,1,0.012216784766139722
64,2020-03-28,Australia,3640.0,14.0,244.0,3382.0,497.0,1.0,50.0,,,,,,,,0.38461538461538464,6.7032967032967035,25726900,0.0019318301077860139,1,0.014148614873925734
65,2020-03-29,Australia,3984.0,16.0,244.0,3724.0,344.0,2.0,0.0,,,,,,,,0.4016064257028112,6.124497991967871,25726900,0.0013371218452281465,1,0.01548573671915388
66,2020-03-30,Australia,4361.0,17.0,257.0,4087.0,377.0,1.0,13.0,,,,,,,,0.3898188488878697,5.893143774363678,25726900,0.0014653922547994511,1,0.01695112897395333
67,2020-03-31,Australia,4559.0,18.0,358.0,4183.0,198.0,1.0,101.0,,,,,,,,0.394823426189954,7.852599254222417,25726900,0.0007696224574278284,1,0.017720751431381163
68,2020-04-01,Australia,4862.0,20.0,422.0,4420.0,303.0,2.0,64.0,,,,,,,,0.4113533525298231,8.679555738379268,25726900,0.001177755578791071,2,0.018898507010172233
69,2020-04-02,Australia,5116.0,24.0,520.0,4572.0,254.0,4.0,98.0,,,,,,,,0.46911649726348714,10.16419077404222,25726900,0.0009872934554882244,2,0.019885800465660457
70,2020-04-03,Australia,5330.0,28.0,649.0,4653.0,214.0,4.0,129.0,,,,,,,,0.525328330206379,12.176360225140712,25726900,0.0008318141711593702,2,0.02071761463681983
71,2020-04-04,Australia,5550.0,30.0,701.0,4819.0,220.0,2.0,52.0,,,,,,,,0.5405405405405406,12.630630630630629,25726900,0.0008551360638086983,2,0.021572750700628522
72,2020-04-05,Australia,5687.0,35.0,757.0,4895.0,137.0,5.0,56.0,,,,,,,,0.6154387198874627,13.311060312994549,25726900,0.0005325165488263258,2,0.02210526724945485
73,2020-04-06,Australia,5797.0,40.0,1080.0,4677.0,110.0,5.0,323.0,,,,,,,,0.6900120752113161,18.63032603070554,25726900,0.00042756803190434914,2,0.022532835281359197
74,2020-04-07,Australia,5895.0,45.0,1080.0,4770.0,98.0,5.0,0.0,,,,,,,,0.7633587786259541,18.3206106870229,25726900,0.0003809242466056929,2,0.022913759527964893
75,2020-04-08,Australia,6010.0,50.0,1080.0,4880.0,115.0,5.0,0.0,,,,,,,,0.8319467554076538,17.970049916805326,25726900,0.0004470029424454559,2,0.02336076247041035
76,2020-04-09,Australia,6108.0,51.0,1472.0,4585.0,98.0,1.0,392.0,,,,,,,,0.8349705304518664,24.09954158480681,25726900,0.0003809242466056929,2,0.02374168671701604
77,2020-04-10,Australia,6215.0,54.0,1793.0,4368.0,107.0,3.0,321.0,,,,,,,,0.8688656476267096,28.84955752212389,25726900,0.0004159070855796851,2,0.024157593802595728
78,2020-04-11,Australia,6303.0,57.0,1806.0,4440.0,88.0,3.0,13.0,,,,,,,,0.9043312708234174,28.65302237029986,25726900,0.0003420544255234793,2,0.024499648228119206
79,2020-04-12,Australia,6315.0,60.0,1806.0,4449.0,12.0,3.0,0.0,,,,,,,,0.9501187648456058,28.59857482185273,25726900,4.664378529865627e-05,2,0.02454629201341786
80,2020-04-13,Australia,6351.0,61.0,1806.0,4484.0,36.0,1.0,0.0,,,,,,,,0.9604786647772005,28.43646669815777,25726900,0.0001399313558959688,2,0.024686223369313833
81,2020-04-14,Australia,6415.0,62.0,2186.0,4167.0,64.0,1.0,380.0,,,,,,,,0.9664848012470771,34.07638347622759,25726900,0.00024876685492616674,2,0.02493499022424
82,2020-04-15,Australia,6440.0,63.0,2186.0,4191.0,25.0,1.0,0.0,,,,,,,,0.9782608695652175,33.94409937888199,25726900,9.71745527055339e-05,2,0.025032164776945535
83,2020-04-16,Australia,6462.0,63.0,2355.0,4044.0,22.0,0.0,169.0,,,,,,,,0.9749303621169917,36.44382544103992,25726900,8.551360638086983e-05,2,0.025117678383326403
84,2020-04-17,Australia,6522.0,66.0,3808.0,2648.0,60.0,3.0,1453.0,,,,,,,,1.011959521619135,58.386997853419196,25726900,0.00023321892649328136,2,0.025350897309819685
85,2020-04-18,Australia,6547.0,67.0,4124.0,2356.0,25.0,1.0,316.0,,,,,,,,1.0233694822055903,62.99068275546051,25726900,9.71745527055339e-05,2,0.025448071862525214
86,2020-04-19,Australia,6547.0,67.0,4124.0,2356.0,0.0,0.0,0.0,,,,,,,,1.0233694822055903,62.99068275546051,25726900,0.0,2,0.025448071862525214
87,2020-04-20,Australia,6547.0,67.0,4124.0,2356.0,0.0,0.0,0.0,,,,,,,,1.0233694822055903,62.99068275546051,25726900,0.0,2,0.025448071862525214
88,2020-04-21,Australia,6547.0,67.0,4124.0,2356.0,0.0,0.0,0.0,,,,,,,,1.0233694822055903,62.99068275546051,25726900,0.0,2,0.025448071862525214
89,2020-04-22,Australia,6547.0,67.0,4124.0,2356.0,0.0,0.0,0.0,,,,,,,,1.0233694822055903,62.99068275546051,25726900,0.0,2,0.025448071862525214
90,2020-04-23,Australia,6661.0,75.0,4124.0,2462.0,114.0,8.0,0.0,,,,,,,,1.1259570635039784,61.9126257318721,25726900,0.00044311596033723454,2,0.025891187822862448
91,2020-04-24,Australia,6677.0,79.0,4124.0,2474.0,16.0,4.0,0.0,,,,,,,,1.1831660925565373,61.7642653886476,25726900,6.219171373154168e-05,2,0.025953379536593994
92,2020-04-25,Australia,6694.0,80.0,4223.0,2391.0,17.0,1.0,99.0,,,,,,,,1.1951000896325068,63.086345981475944,25726900,6.607869583976305e-05,2,0.026019458232433755
93,2020-04-26,Australia,6714.0,83.0,5541.0,1090.0,20.0,3.0,1318.0,,,,,,,,1.236222817992255,82.52904378909741,25726900,7.773964216442711e-05,2,0.02609719787459818
94,2020-04-27,Australia,6721.0,83.0,5588.0,1050.0,7.0,0.0,47.0,,,,,,,,1.234935277488469,83.14238952536824,25726900,2.720887475754949e-05,2,0.026124406749355733
95,2020-04-28,Australia,6744.0,89.0,5665.0,990.0,23.0,6.0,77.0,,,,,,,,1.319691577698695,84.00059311981019,25726900,8.940058848909119e-05,2,0.026213807337844827
96,2020-04-29,Australia,6752.0,91.0,5715.0,946.0,8.0,2.0,50.0,,,,,,,,1.3477488151658767,84.64158767772511,25726900,3.109585686577084e-05,2,0.02624490319471059
97,2020-04-30,Australia,6766.0,93.0,5742.0,931.0,14.0,2.0,27.0,,,,,,,,1.3745196571090748,84.86550399054093,25726900,5.441774951509898e-05,2,0.02629932094422569
98,2020-05-01,Australia,6778.0,93.0,5775.0,910.0,12.0,0.0,33.0,,,,,,,,1.3720861611094717,85.20212452050752,25726900,4.664378529865627e-05,2,0.02634596472952435
99,2020-05-02,Australia,6799.0,94.0,5814.0,891.0,21.0,1.0,39.0,,,,,,,,1.3825562582732753,85.51257537873217,25726900,8.162662427264848e-05,2,0.026427591353797
100,2020-05-03,Australia,6822.0,95.0,5849.0,878.0,23.0,1.0,35.0,,,,,,,,1.3925535033714453,85.73732043389035,25726900,8.940058848909119e-05,2,0.026516991942286093
101,2020-05-04,Australia,6847.0,96.0,5887.0,864.0,25.0,1.0,38.0,,,,,,,,1.4020739009785308,85.97926099021468,25726900,9.71745527055339e-05,2,0.026614166494991622
102,2020-05-05,Australia,6875.0,97.0,5975.0,803.0,28.0,1.0,88.0,,,,,,,,1.410909090909091,86.9090909090909,25726900,0.00010883549903019795,2,0.026723001994021823
103,2020-05-06,Australia,6894.0,97.0,6031.0,766.0,19.0,0.0,56.0,,,,,,,,1.4070205976211199,87.48186829126777,25726900,7.385266005620576e-05,2,0.02679685465407803
104,2020-05-07,Australia,6913.0,97.0,6078.0,738.0,19.0,0.0,47.0,,,,,,,,1.4031534789526978,87.92130768118038,25726900,7.385266005620576e-05,2,0.026870707314134233
105,2020-05-08,Australia,6918.0,97.0,6122.0,699.0,5.0,0.0,44.0,,,,,,,,1.4021393466319745,88.49378433073143,25726900,1.9434910541106778e-05,2,0.02689014222467534
106,2020-05-09,Australia,6939.0,97.0,6141.0,701.0,21.0,0.0,19.0,,,,,,,,1.3978959504251331,88.49978383052313,25726900,8.162662427264848e-05,2,0.02697176884894799
107,2020-05-10,Australia,6948.0,97.0,6167.0,684.0,9.0,0.0,26.0,,,,,,,,1.39608520437536,88.75935521013241,25726900,3.49828389739922e-05,2,0.02700675168792198
108,2020-05-11,Australia,6970.0,97.0,6213.0,660.0,22.0,0.0,46.0,,,,,,,,1.3916786226685796,89.13916786226686,25726900,8.551360638086983e-05,2,0.027092265294302854
109,2020-05-12,Australia,6980.0,98.0,6270.0,612.0,10.0,1.0,57.0,,,,,,,,1.4040114613180517,89.82808022922636,25726900,3.8869821082213556e-05,2,0.027131135115385063
110,2020-05-13,Australia,6989.0,98.0,6297.0,594.0,9.0,0.0,27.0,,,,,,,,1.4022034625840607,90.0987265703248,25726900,3.49828389739922e-05,2,0.027166117954359057
111,2020-05-14,Australia,7019.0,98.0,6334.0,587.0,30.0,0.0,37.0,,,,,,,,1.3962102863655792,90.24077503917937,25726900,0.00011660946324664068,2,0.027282727417605696
112,2020-05-15,Australia,7035.0,98.0,6359.0,578.0,16.0,0.0,25.0,,,,,,,,1.3930348258706469,90.3909026297086,25726900,6.219171373154168e-05,2,0.027344919131337235
113,2020-05-16,Australia,7044.0,98.0,6364.0,582.0,9.0,0.0,5.0,,,,,,,,1.3912549687677456,90.34639409426462,25726900,3.49828389739922e-05,2,0.027379901970311232
114,2020-05-17,Australia,7054.0,99.0,6392.0,563.0,10.0,1.0,28.0,,,,,,,,1.4034590303373973,90.61525375673376,25726900,3.8869821082213556e-05,2,0.027418771791393442
115,2020-05-18,Australia,7068.0,99.0,6413.0,556.0,14.0,0.0,21.0,,,,,,,,1.400679117147708,90.7328805885682,25726900,5.441774951509898e-05,2,0.027473189540908542
116,2020-05-19,Australia,7072.0,100.0,6431.0,541.0,4.0,1.0,18.0,,,,,,,,1.414027149321267,90.93608597285068,25726900,1.554792843288542e-05,2,0.02748873746934143
117,2020-05-20,Australia,7081.0,100.0,6470.0,511.0,9.0,0.0,39.0,,,,,,,,1.4122299110295156,91.37127524360966,25726900,3.49828389739922e-05,2,0.02752372030831542
118,2020-05-21,Australia,7095.0,101.0,6478.0,516.0,14.0,1.0,8.0,,,,,,,,1.42353770260747,91.30373502466526,25726900,5.441774951509898e-05,2,0.02757813805783052
119,2020-05-22,Australia,7099.0,101.0,6485.0,513.0,4.0,0.0,7.0,,,,,,,,1.422735596562896,91.350894492182,25726900,1.554792843288542e-05,2,0.027593685986263407
120,2020-05-23,Australia,7114.0,102.0,6508.0,504.0,15.0,1.0,23.0,,,,,,,,1.4337925217880236,91.48158560584763,25726900,5.830473162332034e-05,2,0.027651990717886727
121,2020-05-24,Australia,7114.0,102.0,6531.0,481.0,0.0,0.0,23.0,,,,,,,,1.4337925217880236,91.8048917627214,25726900,0.0,2,0.027651990717886727
122,2020-05-25,Australia,7126.0,102.0,6552.0,472.0,12.0,0.0,21.0,,,,,,,,1.4313780522031996,91.94499017681729,25726900,4.664378529865627e-05,2,0.027698634503185385
123,2020-05-26,Australia,7139.0,103.0,6560.0,476.0,13.0,1.0,8.0,,,,,,,,1.4427791007143858,91.88962039501331,25726900,5.0530767406877627e-05,2,0.02774916527059226
124,2020-05-27,Australia,7150.0,103.0,6579.0,468.0,11.0,0.0,19.0,,,,,,,,1.4405594405594406,92.01398601398601,25726900,4.275680319043491e-05,2,0.027791922073782695
125,2020-05-28,Australia,7165.0,103.0,6576.0,486.0,15.0,0.0,-3.0,,,,,,,,1.437543614794138,91.77948360083741,25726900,5.830473162332034e-05,2,0.027850226805406015
126,2020-05-29,Australia,7184.0,103.0,6605.0,476.0,19.0,0.0,29.0,,,,,,,,1.4337416481069043,91.94042316258351,25726900,7.385266005620576e-05,2,0.027924079465462222
127,2020-05-30,Australia,7192.0,103.0,6614.0,475.0,8.0,0.0,9.0,,,,,,,,1.432146829810901,91.96329254727475,25726900,3.109585686577084e-05,2,0.027955175322327993
128,2020-05-31,Australia,7202.0,103.0,6618.0,481.0,10.0,0.0,4.0,,,,,,,,1.4301582893640654,91.8911413496251,25726900,3.8869821082213556e-05,2,0.027994045143410206
129,2020-06-01,Australia,7221.0,102.0,6626.0,493.0,19.0,-1.0,8.0,,,,,,,,1.4125467386788533,91.76014402437336,25726900,7.385266005620576e-05,2,0.028067897803466413
130,2020-06-02,Australia,7229.0,102.0,6636.0,491.0,8.0,0.0,10.0,,,,,,,,1.410983538525384,91.79692903582792,25726900,3.109585686577084e-05,2,0.02809899366033218
131,2020-06-03,Australia,7240.0,102.0,6648.0,490.0,11.0,0.0,12.0,,,,,,,,1.408839779005525,91.8232044198895,25726900,4.275680319043491e-05,2,0.02814175046352262
132,2020-06-04,Australia,7247.0,102.0,6683.0,462.0,7.0,0.0,35.0,,,,,,,,1.4074789568097144,92.21746929764039,25726900,2.720887475754949e-05,2,0.028168959338280168
133,2020-06-05,Australia,7252.0,102.0,6688.0,462.0,5.0,0.0,5.0,,,,,,,,1.4065085493656921,92.22283507997794,25726900,1.9434910541106778e-05,2,0.02818839424882127
134,2020-06-06,Australia,7259.0,102.0,6703.0,454.0,7.0,0.0,15.0,,,,,,,,1.405152224824356,92.34054277448685,25726900,2.720887475754949e-05,2,0.028215603123578827
135,2020-06-07,Australia,7265.0,102.0,6706.0,457.0,6.0,0.0,3.0,,,,,,,,1.4039917412250515,92.30557467309016,25726900,2.3321892649328135e-05,2,0.02823892501622815
136,2020-06-08,Australia,7267.0,102.0,6720.0,445.0,2.0,0.0,14.0,,,,,,,,1.4036053392046237,92.47282234759874,25726900,7.77396421644271e-06,2,0.02824669898044459
137,2020-06-09,Australia,7274.0,102.0,6740.0,432.0,7.0,0.0,20.0,,,,,,,,1.4022546054440472,92.65878471267528,25726900,2.720887475754949e-05,2,0.028273907855202146
138,2020-06-10,Australia,7285.0,102.0,6759.0,424.0,11.0,0.0,19.0,,,,,,,,1.4001372683596431,92.77968428277282,25726900,4.275680319043491e-05,2,0.02831666465839258
139,2020-06-11,Australia,7289.0,102.0,6782.0,405.0,4.0,0.0,23.0,,,,,,,,1.3993689120592674,93.04431334888189,25726900,1.554792843288542e-05,2,0.028332212586825466
140,2020-06-12,Australia,7294.0,102.0,6803.0,389.0,5.0,0.0,21.0,,,,,,,,1.398409651768577,93.26843981354538,25726900,1.9434910541106778e-05,2,0.02835164749736657
141,2020-06-13,Australia,7320.0,102.0,6838.0,380.0,26.0,0.0,35.0,,,,,,,,1.3934426229508197,93.4153005464481,25726900,0.00010106153481375525,2,0.028452709032180324
142,2020-06-14,Australia,7335.0,102.0,6851.0,382.0,15.0,0.0,13.0,,,,,,,,1.390593047034765,93.40149965916838,25726900,5.830473162332034e-05,2,0.028511013763803647
143,2020-06-15,Australia,7347.0,102.0,6856.0,389.0,12.0,0.0,5.0,,,,,,,,1.3883217639853003,93.31700013610997,25726900,4.664378529865627e-05,2,0.028557657549102302
144,2020-06-16,Australia,7370.0,102.0,6861.0,407.0,23.0,0.0,5.0,,,,,,,,1.3839891451831752,93.09362279511532,25726900,8.940058848909119e-05,2,0.028647058137591393
145,2020-06-17,Australia,7391.0,102.0,6877.0,412.0,21.0,0.0,16.0,,,,,,,,1.3800568258693005,93.04559599512922,25726900,8.162662427264848e-05,2,0.02872868476186404
146,2020-06-18,Australia,7409.0,102.0,6878.0,429.0,18.0,0.0,1.0,,,,,,,,1.3767040086381428,92.83304089620732,25726900,6.99656779479844e-05,2,0.02879865043981203
147,2020-06-19,Australia,7411.0,102.0,6881.0,428.0,2.0,0.0,3.0,,,,,,,,1.3763324787478073,92.848468492781,25726900,7.77396421644271e-06,2,0.028806424404028464
148,2020-06-20,Australia,7461.0,102.0,6896.0,463.0,50.0,0.0,15.0,,,,,,,,1.3671089666264575,92.4272885672162,25726900,0.0001943491054110678,2,0.029000773509439536
149,2020-06-21,Australia,7474.0,102.0,6903.0,469.0,13.0,0.0,7.0,,,,,,,,1.3647310677013647,92.36018196414236,25726900,5.0530767406877627e-05,2,0.02905130427684641
150,2020-06-22,Australia,7492.0,102.0,6915.0,475.0,18.0,0.0,12.0,,,,,,,,1.3614522156967432,92.29845168179392,25726900,6.99656779479844e-05,2,0.029121269954794398
151,2020-06-23,Australia,7521.0,103.0,6924.0,494.0,29.0,1.0,9.0,,,,,,,,1.369498736870097,92.06222576785001,25726900,0.00011272248113841933,2,0.029233992435932818
152,2020-06-24,Australia,7558.0,104.0,6931.0,523.0,37.0,1.0,7.0,,,,,,,,1.3760254035459116,91.70415453823763,25726900,0.00014381833800419016,2,0.029377810773937005
153,2020-06-25,Australia,7595.0,104.0,6958.0,533.0,37.0,0.0,27.0,,,,,,,,1.369321922317314,91.61290322580645,25726900,0.00014381833800419016,2,0.0295216291119412
